,id,movie,year,time,rating,score,votes,gross,description,director,star,genre
817,817,Adaptation.,2002,115 min,7.7,83        ,"187,350",$22.25M,A lovelorn screenwriter becomes desperate as he tries and fails to adapt 'The Orchid Thief' by Susan Orlean for the screen.,Spike Jonze,'Nicolas Cage' 'Meryl Streep' 'Chris Cooper' 'Tilda Swinton',"
Comedy, Drama            "
869,869,Empire of the Sun,1987,153 min,7.7,62        ,"121,370",$22.24M,A young English boy struggles to survive under Japanese occupation of China during World War II.,Steven Spielberg,'Christian Bale' 'John Malkovich' 'Miranda Richardson' 'Nigel Havers',"
Action, Drama, History            "
432,432,Pink Floyd: The Wall,1982,95 min,8.0,47        ,"79,063",$22.24M,A confined but troubled rock star descends into madness in the midst of his physical and social isolation from everyone.,Alan Parker,'Bob Geldof' 'Christine Hargreaves' 'James Laurenson' 'Eleanor David',"
Drama, Fantasy, Music            "
821,821,Billy Elliot,2000,110 min,7.7,74        ,"131,559",$22.00M,A talented young boy becomes torn between his unexpected love of dance and the disintegration of his family.,Stephen Daldry,'Jamie Bell' 'Julie Walters' 'Jean Heywood' 'Jamie Draven',"
Drama, Music            "
422,422,Beauty and the Beast,1991,84 min,8.0,95        ,"431,508",$218.97M,A prince cursed to spend his days as a hideous monster sets out to regain his humanity by earning a young woman's love.,"Directors:Gary Trousdale, Kirk Wise","""Paige O'Hara"" 'Robby Benson' 'Jesse Corti' 'Rex Everhart'","
Animation, Family, Fantasy            "
242,242,How to Train Your Dragon,2010,98 min,8.1,75        ,"701,202",$217.58M,"A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself, and learns there may be more to the creatures than he assumed.","Directors:Dean DeBlois, Chris Sanders",'Jay Baruchel' 'Gerard Butler' 'Christopher Mintz-Plasse' 'Craig Ferguson',"
Animation, Action, Adventure            "
420,420,Aladdin,1992,90 min,8.0,86        ,"390,735",$217.35M,A kindhearted street urchin and a power-hungry Grand Vizier vie for a magic lamp that has the power to make their deepest wishes come true.,"Directors:Ron Clements, John Musker",'Scott Weinger' 'Robin Williams' 'Linda Larkin' 'Jonathan Freeman',"
Animation, Adventure, Comedy            "
28,28,Saving Private Ryan,1998,169 min,8.6,91        ,"1,308,854",$216.54M,"Following the Normandy Landings, a group of U.S. soldiers go behind enemy lines to retrieve a paratrooper whose brothers have been killed in action.",Steven Spielberg,'Tom Hanks' 'Matt Damon' 'Tom Sizemore' 'Edward Burns',"
Drama, War            "
503,503,Bohemian Rhapsody,2018,134 min,7.9,49        ,"497,591",$216.43M,"The story of the legendary British rock band Queen and lead singer Freddie Mercury, leading up to their famous performance at Live Aid (1985).",Bryan Singer,'Rami Malek' 'Lucy Boynton' 'Gwilym Lee' 'Ben Hardy',"
Biography, Drama, Music            "
932,932,A Star Is Born,2018,136 min,7.6,88        ,"361,246",$215.29M,A musician helps a young singer find fame as age and alcoholism send his own career into a downward spiral.,Bradley Cooper,'Lady Gaga' 'Bradley Cooper' 'Sam Elliott' 'Greg Grunberg',"
Drama, Music, Romance            "
951,951,300,2006,117 min,7.6,52        ,"762,868",$210.61M,King Leonidas of Sparta and a force of 300 men fight the Persians at Thermopylae in 480 B.C.,Zack Snyder,'Gerard Butler' 'Lena Headey' 'David Wenham' 'Dominic West',"
Action, Drama            "
51,51,Back to the Future,1985,116 min,8.5,87        ,"1,127,679",$210.61M,"Marty McFly, a 17-year-old high school student, is accidentally sent thirty years into the past in a time-traveling DeLorean invented by his close friend, the eccentric scientist Doc Brown.",Robert Zemeckis,'Michael J. Fox' 'Christopher Lloyd' 'Lea Thompson' 'Crispin Glover',"
Adventure, Comedy, Sci-Fi            "
850,850,Il postino,1994,108 min,7.7,81        ,"35,439",$21.85M,"A simple Italian postman learns to love poetry while delivering mail to a famous poet, and then uses this to woo local beauty Beatrice.","Directors:Michael Radford, Massimo Troisi",'Massimo Troisi' 'Philippe Noiret' 'Maria Grazia Cucinotta' 'Renato Scarpa',"
Biography, Comedy, Drama            "
907,907,The Caine Mutiny,1954,124 min,7.7,63        ,"26,947",$21.75M,"When a U.S. Naval captain shows signs of mental instability that jeopardizes the ship, the first officer relieves him of command and faces court martial for mutiny.",Edward Dmytryk,'Humphrey Bogart' 'José Ferrer' 'Van Johnson' 'Fred MacMurray',"
Drama, War            "
710,710,The Right Stuff,1983,193 min,7.8,91        ,"59,914",$21.50M,"The U.S. space program's development from the breaking of the sound barrier to selection of the Mercury 7 astronauts, from a group of test pilots with a more seat-of-the-pants approach than the program's more cautious engineers preferred.",Philip Kaufman,'Sam Shepard' 'Scott Glenn' 'Ed Harris' 'Dennis Quaid',"
Adventure, Biography, Drama            "
521,521,Fantastic Mr. Fox,2009,87 min,7.9,83        ,"216,986",$21.00M,An urbane fox cannot resist returning to his farm raiding ways and then must help his community survive the farmers' retaliation.,Wes Anderson,'George Clooney' 'Meryl Streep' 'Bill Murray' 'Jason Schwartzman',"
Animation, Adventure, Comedy            "
68,68,Coco,I 2017,105 min,8.4,81        ,"445,361",$209.73M,"Aspiring musician Miguel, confronted with his family's ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a legendary singer.","Directors:Lee Unkrich, Adrian Molina",'Anthony Gonzalez' 'Gael García Bernal' 'Benjamin Bratt' 'Alanna Ubach',"
Animation, Adventure, Comedy            "
942,942,Sherlock Holmes,2009,128 min,7.6,57        ,"608,553",$209.03M,Detective Sherlock Holmes and his stalwart partner Watson engage in a battle of wits and brawn with a nemesis whose plot is a threat to all of England.,Guy Ritchie,'Robert Downey Jr.' 'Jude Law' 'Rachel McAdams' 'Mark Strong',"
Action, Adventure, Mystery            "
164,164,Batman Begins,2005,140 min,8.2,70        ,"1,375,424",$206.85M,"After training with his mentor, Batman begins his fight to free crime-ridden Gotham City from corruption.",Christopher Nolan,'Christian Bale' 'Michael Caine' 'Ken Watanabe' 'Liam Neeson',"
Action, Crime            "
391,391,Ratatouille,2007,111 min,8.0,96        ,"677,589",$206.45M,A rat who can cook makes an unusual alliance with a young kitchen worker at a famous Paris restaurant.,"Directors:Brad Bird, Jan Pinkava",'Brad Garrett' 'Lou Romano' 'Patton Oswalt' 'Ian Holm',"
Animation, Adventure, Comedy            "
48,48,Terminator 2: Judgment Day,1991,137 min,8.5,75        ,"1,044,233",$204.84M,"A cyborg, identical to the one who failed to kill Sarah Connor, must now protect her ten-year-old son John from a more advanced and powerful cyborg.",James Cameron,'Arnold Schwarzenegger' 'Linda Hamilton' 'Edward Furlong' 'Robert Patrick',"
Action, Sci-Fi            "
800,800,Tangled,2010,100 min,7.7,71        ,"428,047",$200.82M,"The magically long-haired Rapunzel has spent her entire life in a tower, but now that a runaway thief has stumbled upon her, she is about to discover the world for the first time, and who she really is.","Directors:Nathan Greno, Byron Howard",'Mandy Moore' 'Zachary Levi' 'Donna Murphy' 'Ron Perlman',"
Animation, Adventure, Comedy            "
559,559,A Christmas Story,1983,93 min,7.9,77        ,"139,296",$20.61M,"In the 1940s, a young boy named Ralphie attempts to convince his parents, his teacher and Santa that a Red Ryder BB gun really is the perfect Christmas gift.",Bob Clark,'Peter Billingsley' 'Melinda Dillon' 'Darren McGavin' 'Scott Schwartz',"
Comedy, Family            "
949,949,Gone Baby Gone,2007,114 min,7.6,72        ,"264,835",$20.30M,"Two Boston area detectives investigate a little girl's kidnapping, which ultimately turns into a crisis both professionally and personally.",Ben Affleck,'Morgan Freeman' 'Ed Harris' 'Casey Affleck' 'Michelle Monaghan',"
Crime, Drama, Mystery            "
139,139,Baahubali 2: The Conclusion,2017,167 min,8.2,****,"82,492",$20.19M,"When Shiva, the son of Bahubali, learns about his heritage, he begins to look for answers. His story is juxtaposed with past events that unfolded in the Mahishmati Kingdom.",S.S. Rajamouli,'Prabhas' 'Rana Daggubati' 'Anushka Shetty' 'Tamannaah Bhatia',"
Action, Drama            "
296,296,Life of Brian,1979,94 min,8.1,77        ,"385,079",$20.05M,"Born on the original Christmas in the stable next door to Jesus Christ, Brian of Nazareth spends his life being mistaken for a messiah.",Terry Jones,'Graham Chapman' 'John Cleese' 'Michael Palin' 'Terry Gilliam',"
Comedy            "
661,661,Veer-Zaara,2004,192 min,7.8,67        ,"51,430",$2.92M,"Veer-Zaara is a saga of love, separation, courage and sacrifice. A love story that is an inspiration and will remain a legend forever.",Yash Chopra,'Shah Rukh Khan' 'Preity Zinta' 'Rani Mukerji' 'Kirron Kher',"
Drama, Family, Musical            "
674,674,Waking Life,2001,99 min,7.8,83        ,"62,852",$2.89M,A man shuffles through a dream meeting various people and discussing the meanings and purposes of the universe.,Richard Linklater,'Ethan Hawke' 'Trevor Jack Brooks' 'Lorelei Linklater' 'Wiley Wiggins',"
Animation, Drama, Fantasy            "
619,619,La grande bellezza,2013,141 min,7.8,86        ,"85,729",$2.85M,"Jep Gambardella has seduced his way through the lavish nightlife of Rome for decades, but after his 65th birthday and a shock from the past, Jep looks past the nightclubs and parties to find a timeless landscape of absurd, exquisite beauty.",Paolo Sorrentino,'Toni Servillo' 'Carlo Verdone' 'Sabrina Ferilli' 'Carlo Buccirosso',"
Drama            "
110,110,Reservoir Dogs,1992,99 min,8.3,79        ,"968,299",$2.83M,"When a simple jewelry heist goes horribly wrong, the surviving criminals begin to suspect that one of them is a police informant.",Quentin Tarantino,'Harvey Keitel' 'Tim Roth' 'Michael Madsen' 'Chris Penn',"
Crime, Drama, Thriller            "
830,830,Happiness,1998,134 min,7.7,81        ,"68,820",$2.81M,"The lives of several individuals intertwine as they go about their lives in their own unique ways, engaging in acts society as a whole might find disturbing in a desperate search for human connection.",Todd Solondz,'Jane Adams' 'Jon Lovitz' 'Philip Seymour Hoffman' 'Dylan Baker',"
Comedy, Drama            "
224,224,Barfi!,2012,151 min,8.1,****,"79,424",$2.80M,Three young people learn that love can neither be defined nor contained by society's definition of normal and abnormal.,Anurag Basu,"'Ranbir Kapoor' 'Priyanka Chopra Jonas' ""Ileana D'Cruz"" 'Saurabh Shukla'","
Comedy, Drama, Romance            "
268,268,Fa yeung nin wah,2000,98 min,8.1,85        ,"139,547",$2.73M,"Two neighbors form a strong bond after both suspect extramarital activities of their spouses. However, they agree to keep their bond platonic so as not to commit similar wrongs.",Kar-Wai Wong,"'Tony Chiu-Wai Leung' 'Maggie Cheung' 'Siu Ping-Lam' ""Tung Cho 'Joe' Cheung""","
Drama, Romance            "
585,585,Miracle on 34th Street,1947,96 min,7.9,88        ,"45,225",$2.65M,"After a divorced New York mother hires a nice old man to play Santa Claus at Macy's, she is startled by his claim to be the genuine article. When his sanity is questioned, a lawyer defends him in court by arguing that he's not mistaken.",George Seaton,"'Edmund Gwenn' ""Maureen O'Hara"" 'John Payne' 'Gene Lockhart'","
Comedy, Drama, Family            "
362,362,Serbuan maut 2: Berandal,2014,150 min,8.0,71        ,"119,510",$2.63M,"Only a short time after the first raid, Rama goes undercover with the thugs of Jakarta and plans to bring down the syndicate and uncover the corruption within his police force.",Gareth Evans,'Iko Uwais' 'Yayan Ruhian' 'Arifin Putra' 'Oka Antara',"
Action, Crime, Thriller            "
732,732,The Innocents,1961,100 min,7.8,88        ,"29,259",$2.62M,A young governess for two children becomes convinced that the house and grounds are haunted.,Jack Clayton,'Deborah Kerr' 'Peter Wyngarde' 'Megs Jenkins' 'Michael Redgrave',"
Horror            "
281,281,Dà hóng denglong gaogao guà,1991,125 min,8.1,****,"31,526",$2.60M,"A young woman becomes the fourth wife of a wealthy lord, and must learn to live with the strict rules and tensions within the household.",Yimou Zhang,'Gong Li' 'Jingwu Ma' 'Saifei He' 'Cuifen Cao',"
Drama, History, Romance            "
595,595,A Night at the Opera,1935,96 min,7.9,****,"32,058",$2.54M,A sly business manager and the wacky friends of two opera singers in Italy help them achieve success in America while humiliating their stuffy and snobbish enemies.,"Directors:Sam Wood, Edmund Goulding",'Groucho Marx' 'Chico Marx' 'Harpo Marx' 'Kitty Carlisle',"
Comedy, Music, Musical            "
711,711,The King of Comedy,1982,109 min,7.8,73        ,"97,653",$2.50M,"Rupert Pupkin is a passionate yet unsuccessful comic who craves nothing more than to be in the spotlight and to achieve this, he stalks and kidnaps his idol to take the spotlight for himself.",Martin Scorsese,'Robert De Niro' 'Jerry Lewis' 'Diahnne Abbott' 'Sandra Bernhard',"
Comedy, Crime, Drama            "
885,885,The Taking of Pelham One Two Three,1974,104 min,7.7,68        ,"29,460",$2.49M,"Four armed men hijack a New York City subway car and demand a ransom for the passengers. The city's police are faced with a conundrum: Even if it's paid, how could they get away?",Joseph Sargent,'Walter Matthau' 'Robert Shaw' 'Martin Balsam' 'Hector Elizondo',"
Action, Crime, Thriller            "
752,752,Forushande,2016,124 min,7.7,85        ,"57,118",$2.40M,"While both participating in a production of ""Death of a Salesman,"" a teacher's wife is assaulted in her new home, which leaves him determined to find the perpetrator over his wife's traumatized objections.",Asghar Farhadi,'Shahab Hosseini' 'Taraneh Alidoosti' 'Mina Sadati' 'Babak Karimi',"
Drama            "
77,77,Mononoke-hime,1997,134 min,8.4,76        ,"370,130",$2.38M,"On a journey to find the cure for a Tatarigami's curse, Ashitaka finds himself in the middle of a war between the forest gods and Tatara, a mining colony. In this quest he also meets San, the Mononoke Hime.",Hayao Miyazaki,'Yôji Matsuda' 'Yuriko Ishida' 'Yûko Tanaka' 'Billy Crudup',"
Animation, Action, Adventure            "
395,395,Bom yeoreum gaeul gyeoul geurigo bom,2003,103 min,8.0,85        ,"81,032",$2.38M,A boy is raised by a Buddhist monk in an isolated floating temple where the years pass like the seasons.,Kim Ki-duk,'Kim Ki-duk' 'Oh Yeong-su' 'Jong-ho Kim' 'Kim Young-min',"
Drama, Romance            "
